Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
20191369I1464,417193,428524,-1.740742,53.752817,13,3,2,3,18/09/2019,4,17:38,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010818,
20191369I1687,415508,436619,-1.765892,53.825626,13,3,1,1,18/09/2019,4,19:06,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010776,
20191369J0760,416499,433119,-1.751023,53.794138,13,3,2,1,19/09/2019,5,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01033690,
20191369K0314,410169,430216,-1.847208,53.768207,13,2,2,1,20/09/2019,6,06:55,200,E08000032,3,647,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010752,
20191369K0364,417233,432363,-1.739923,53.787320,13,3,2,1,20/09/2019,6,08:32,200,E08000032,3,650,1,40,1,4,6,0,0,0,1,1,1,0,0,1,1,E01010613,
20191369K1604,404659,441099,-1.930640,53.866099,13,3,1,1,20/09/2019,6,18:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010722,
20191369K1799,416193,430443,-1.755807,53.770096,13,3,2,1,20/09/2019,6,19:10,200,E08000032,3,6177,6,30,6,4,6,0,0,4,1,1,1,0,0,1,1,E01010747,
20191369M0515,415368,438274,-1.767936,53.840505,13,3,2,2,21/09/2019,7,20:10,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010571,
20191369M1864,413809,433147,-1.791856,53.794468,13,3,2,3,22/09/2019,1,23:17,200,E08000032,6,0,6,30,9,2,6,0,0,5,4,1,2,0,2,1,1,E01010658,
20191369N0003,418374,431404,-1.722662,53.778662,13,2,2,6,22/09/2019,1,23:55,200,E08000032,3,6177,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,E01010609,
20191369O1206,405100,436734,-1.924005,53.826863,13,3,1,2,24/09/2019,3,16:30,200,E08000032,3,629,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010590,
20191369O1217,417169,432404,-1.740892,53.787691,13,3,2,2,22/09/2019,1,13:30,200,E08000032,3,650,3,40,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010613,
20191369O1218,413109,434412,-1.802429,53.805855,13,3,2,1,24/09/2019,3,16:30,200,E08000032,6,0,1,30,1,4,6,0,0,0,1,2,2,0,0,1,1,E01010805,
20191369O1703,409156,431726,-1.862532,53.781797,13,3,1,3,24/09/2019,3,20:21,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01010795,
20191369P1068,415430,431948,-1.767309,53.783646,13,3,3,3,25/09/2019,4,15:24,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010834,
20191369P2242,401738,444602,-1.975040,53.897601,13,3,2,2,25/09/2019,4,23:25,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010644,
20191369Q0672,414811,432851,-1.776660,53.791780,13,3,2,1,26/09/2019,5,11:38,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010833,
20191369Q0922,405458,441149,-1.918490,53.866541,13,2,1,1,26/09/2019,5,13:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01010723,
20191369Q1079,406923,441965,-1.896194,53.873858,13,3,2,2,26/09/2019,5,14:39,200,E08000032,3,650,1,30,1,2,6,0,0,0,1,1,2,0,0,1,1,E01010700,
20191369R0286,413332,437036,-1.798930,53.829434,13,3,2,1,27/09/2019,6,07:30,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010790,
20191369R0728,413440,437722,-1.797259,53.835597,13,3,2,1,27/09/2019,6,11:50,200,E08000032,3,650,3,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01010785,
20191369R1189,412731,435476,-1.808125,53.815428,13,3,1,1,27/09/2019,6,15:09,200,E08000032,4,6144,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,2,E01010677,
20191369R1283,413111,434417,-1.802399,53.805900,13,3,2,3,27/09/2019,6,15:40,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01010805,
20191369S1357,404040,437619,-1.940098,53.834826,13,3,1,1,28/09/2019,7,17:25,200,E08000032,4,6142,6,30,3,4,6,0,0,0,5,2,2,0,2,1,1,E01010854,
20191369T0270,413981,432374,-1.789280,53.787515,13,3,2,1,29/09/2019,1,03:15,200,E08000032,6,0,6,30,6,2,6,0,0,4,4,2,2,0,0,1,2,E01033697,
20191369T1501,410932,439153,-1.835319,53.848517,13,3,1,1,29/09/2019,1,19:46,200,E08000032,3,650,3,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010578,
20191369U1459,413654,435094,-1.794124,53.811971,13,3,2,1,30/09/2019,2,17:26,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010675,
2019136A10513,410679,439432,-1.839155,53.851029,13,3,2,2,01/10/2019,3,10:55,200,E08000032,3,650,3,70,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010578,
2019136A10759,404054,435043,-1.939917,53.811674,13,3,2,1,01/10/2019,3,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010857,
2019136A11266,417008,428924,-1.743526,53.756418,13,3,2,1,01/10/2019,3,17:07,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010865,
2019136A11421,406200,441359,-1.907202,53.868420,13,3,2,1,01/10/2019,3,17:47,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010710,
2019136A21158,411182,435731,-1.831642,53.817755,13,3,2,1,02/10/2019,4,07:30,200,E08000032,4,6146,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010672,
2019136A21917,412593,434214,-1.810272,53.804088,13,3,2,2,02/10/2019,4,22:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010801,
2019136A30442,413188,434421,-1.801229,53.805934,13,3,3,1,03/10/2019,5,09:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010806,
2019136A31275,419421,434230,-1.706598,53.804024,13,2,2,2,03/10/2019,5,21:45,200,E08000032,6,0,6,30,0,-1,-1,0,0,1,4,2,2,0,0,1,2,E01010625,
2019136A41962,416112,432734,-1.756918,53.790690,13,2,1,1,04/10/2019,6,21:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,4,1,1,0,0,1,1,E01010834,
2019136A61257,417664,435016,-1.733231,53.811150,13,3,2,1,06/10/2019,1,17:10,200,E08000032,6,0,6,30,2,4,6,0,0,0,1,2,2,0,0,1,1,E01010598,
2019136A71671,413152,433365,-1.801821,53.796444,13,3,1,1,08/10/2019,3,14:16,200,E08000032,4,6145,6,30,0,-1,-1,0,0,0,4,4,2,0,0,1,1,E01010628,
2019136A81222,415568,434500,-1.765087,53.806579,13,3,1,1,08/10/2019,3,15:55,200,E08000032,3,650,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136A90259,413776,432127,-1.792402,53.785301,13,3,2,1,09/10/2019,4,07:43,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010659,
2019136A90312,417012,429267,-1.743447,53.759501,13,3,2,2,09/10/2019,4,08:30,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010818,
2019136A90962,403554,444395,-1.947407,53.895731,13,3,3,2,09/10/2019,4,15:25,200,E08000032,4,6265,6,30,6,2,6,0,0,0,1,1,2,0,0,1,1,E01010645,
2019136A91063,415495,430070,-1.766416,53.766765,13,3,3,1,09/10/2019,4,16:23,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010747,
2019136A91295,417861,434310,-1.730280,53.804798,13,3,1,1,09/10/2019,4,15:15,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,2,E01010831,
2019136A91322,407911,441568,-1.881177,53.870276,13,3,2,1,09/10/2019,4,18:22,200,E08000032,3,650,3,70,0,-1,-1,0,0,0,4,2,2,0,7,2,1,E01010703,
2019136A91523,408541,433105,-1.871828,53.794202,13,3,2,2,09/10/2019,4,19:59,200,E08000032,6,0,6,30,3,4,6,0,0,0,6,2,2,0,0,2,1,E01010595,
2019136A91714,417180,428517,-1.740940,53.752755,13,3,1,1,09/10/2019,4,21:53,200,E08000032,1,606,3,70,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010865,
2019136AA1793,404460,446126,-1.933595,53.911283,13,3,1,1,10/10/2019,5,21:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,7,2,2,0,0,2,2,E01010639,
2019136AB0622,415722,433774,-1.762785,53.800049,13,3,3,1,11/10/2019,6,12:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033691,
2019136AB1026,417569,432328,-1.734825,53.786994,13,3,3,3,11/10/2019,6,15:20,200,E08000032,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01010613,
2019136AB1115,415760,430509,-1.762373,53.770703,13,2,1,1,11/10/2019,6,15:55,200,E08000032,3,641,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010745,
2019136AB1788,414800,430054,-1.776960,53.766641,13,3,2,1,11/10/2019,6,20:35,200,E08000032,4,6380,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01010847,
2019136AC0238,418533,431226,-1.720260,53.777057,13,3,2,1,12/10/2019,7,02:46,200,E08000032,6,0,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010614,
2019136AC0346,415119,432939,-1.771980,53.792562,13,2,1,1,12/10/2019,7,05:08,200,E08000032,6,0,1,30,2,4,6,0,0,0,4,1,2,0,0,1,1,E01010836,
2019136AC1505,403441,437680,-1.949199,53.835379,13,3,2,1,12/10/2019,7,18:20,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010855,
2019136AD0978,414127,432104,-1.787076,53.785085,13,3,2,1,13/10/2019,1,21:20,200,E08000032,6,0,6,30,2,4,6,0,0,0,4,2,2,0,0,1,2,E01033697,
2019136AD1607,403343,438342,-1.950681,53.841329,13,3,3,1,13/10/2019,1,19:23,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01010855,
2019136AD1905,404914,441543,-1.926756,53.870087,13,3,2,1,13/10/2019,1,22:35,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010720,
2019136AE0724,417008,432999,-1.743303,53.793044,13,3,2,1,14/10/2019,2,12:30,200,E08000032,3,650,3,40,6,2,3,647,0,0,1,1,1,0,0,1,1,E01010613,
2019136AE0984,411820,432924,-1.822058,53.792512,13,3,2,2,14/10/2019,2,14:40,200,E08000032,4,6145,6,30,3,4,6,0,0,4,1,1,1,0,0,2,1,E01010794,
2019136AG0149,415253,428424,-1.770168,53.751978,13,2,1,1,16/10/2019,4,03:34,200,E08000032,3,641,6,30,3,4,4,6379,0,0,4,1,2,0,0,1,1,E01010866,
2019136AG0381,414668,432479,-1.778848,53.788440,13,3,1,1,16/10/2019,4,07:40,200,E08000032,3,6177,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01010835,
2019136AG0416,407278,442738,-1.890776,53.880801,13,3,2,1,16/10/2019,4,09:00,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01010707,
2019136AG1036,419546,429971,-1.704967,53.765740,13,3,1,1,16/10/2019,4,15:00,200,E08000032,6,0,6,30,3,4,3,650,0,0,1,1,1,0,0,1,1,E01010814,
2019136AG1547,413643,435108,-1.794290,53.812097,13,2,2,1,16/10/2019,4,18:44,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010675,
2019136AH0338,414171,433685,-1.786337,53.799293,13,2,2,1,17/10/2019,5,08:17,200,E08000032,4,6145,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010813,
2019136AH0697,416940,436633,-1.744137,53.825708,13,2,2,1,17/10/2019,5,12:03,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010603,
2019136AI0197,417189,432390,-1.740589,53.787564,13,3,2,1,18/10/2019,6,05:00,200,E08000032,3,650,1,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01010613,
2019136AI0293,413835,435321,-1.791365,53.814006,13,3,1,1,18/10/2019,6,08:03,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010675,
2019136AI0877,417048,436875,-1.742483,53.827879,13,3,1,1,18/10/2019,6,13:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,5,1,2,0,0,1,1,E01010604,
2019136AI1181,415517,437378,-1.765717,53.832448,13,2,3,1,18/10/2019,6,15:55,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010782,
2019136AI1240,410570,442258,-1.840716,53.876431,13,3,2,1,18/10/2019,6,16:20,200,E08000032,6,0,6,50,3,4,6,0,0,0,1,1,2,0,0,2,1,E01010706,
2019136AI1922,418596,433022,-1.719196,53.793196,13,3,1,1,18/10/2019,6,22:30,200,E08000032,3,6177,6,30,6,2,3,647,0,5,4,1,1,0,0,1,1,E01010620,
2019136AK0781,404885,441086,-1.927204,53.865980,13,3,1,2,17/10/2019,5,15:30,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010720,
2019136AK1897,414129,431483,-1.787074,53.779503,13,3,4,1,20/10/2019,1,22:15,200,E08000032,3,6177,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010663,
2019136AK1899,418552,432163,-1.719915,53.785477,13,2,3,2,20/10/2019,1,22:19,200,E08000032,3,6177,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010609,
2019136AL1098,405204,441881,-1.922340,53.873123,13,3,1,1,21/10/2019,2,15:05,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010729,
2019136AL1137,419198,431880,-1.710129,53.782911,13,3,2,1,21/10/2019,2,14:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010612,
2019136AL1945,418012,434572,-1.727972,53.807148,13,3,2,1,21/10/2019,2,20:49,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01010832,
2019136AM0272,413587,433830,-1.795197,53.800612,13,3,2,2,22/10/2019,3,08:00,200,E08000032,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01010630,
2019136AM1251,415912,431066,-1.760039,53.775704,13,2,1,1,22/10/2019,3,16:24,200,E08000032,3,641,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010737,
2019136AM1683,412825,429781,-1.806932,53.764239,13,3,1,1,23/10/2019,4,19:29,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01033695,
2019136AN0293,414602,428908,-1.780017,53.756347,13,2,1,1,23/10/2019,4,08:18,200,E08000032,6,0,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01010867,
2019136AN0423,405245,437041,-1.921797,53.829621,13,3,1,1,23/10/2019,4,09:45,200,E08000032,3,629,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01010590,
2019136AN0848,416458,432939,-1.751655,53.792522,13,3,1,1,23/10/2019,4,13:30,200,E08000032,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,1,E01033690,
2019136AN1064,402876,440887,-1.957755,53.864206,13,3,2,2,23/10/2019,4,15:25,200,E08000032,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01010860,
2019136AO0043,415840,434703,-1.760946,53.808395,13,2,2,4,24/10/2019,5,00:34,200,E08000032,3,6177,6,30,6,1,6,0,2,4,4,1,1,0,0,1,1,E01010824,
2019136AO1233,418598,433015,-1.719166,53.793133,13,3,2,1,24/10/2019,5,16:36,200,E08000032,3,647,6,30,6,2,3,6177,0,0,1,1,1,0,0,1,1,E01010620,
2019136AP1284,416458,432939,-1.751655,53.792522,13,3,2,1,25/10/2019,6,17:15,200,E08000032,6,0,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01033690,
2019136AP1305,413693,438462,-1.793382,53.842241,13,3,2,1,25/10/2019,6,16:50,200,E08000032,6,0,6,20,3,4,6,0,0,1,4,2,2,0,0,2,1,E01010583,
2019136AP1315,418923,437343,-1.713969,53.832021,13,3,2,1,25/10/2019,6,16:13,200,E08000032,3,657,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01010689,
2019136AP1539,414245,430240,-1.785371,53.768328,13,2,3,1,25/10/2019,6,19:20,200,E08000032,4,6380,6,30,3,4,6,0,0,8,4,2,2,0,0,1,1,E01010846,
2019136AP1685,407208,432828,-1.892069,53.791732,13,3,2,1,25/10/2019,6,20:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,4,4,2,0,0,2,1,E01010595,
2019136AR1165,419615,438339,-1.703392,53.840947,13,3,3,1,27/10/2019,1,15:00,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010683,
2019136AS0349,406779,436764,-1.898497,53.827114,13,3,2,1,28/10/2019,2,09:25,200,E08000032,6,0,6,30,6,4,6,0,0,1,1,1,1,0,0,2,1,E01010590,
2019136AS1438,413601,437707,-1.794814,53.835458,13,3,2,1,28/10/2019,2,18:15,200,E08000032,3,650,3,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01010785,
2019136AT0204,415397,435924,-1.767613,53.819383,13,3,2,1,29/10/2019,3,06:10,200,E08000032,3,650,6,40,3,2,6,0,0,5,4,1,1,0,0,1,1,E01010793,
2019136AT0867,414403,431792,-1.782902,53.782273,13,3,2,3,28/10/2019,2,13:20,200,E08000032,3,647,6,30,6,2,6,0,0,0,1,1,1,0,0,1,1,E01010839,
2019136AT1088,416333,432775,-1.753561,53.791052,13,2,2,16,29/10/2019,3,15:38,200,E08000032,3,6181,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010834,
2019136AT1192,417289,436451,-1.738846,53.824060,13,2,1,1,29/10/2019,3,16:24,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010604,
2019136AU0773,406827,441769,-1.897658,53.872098,13,3,3,1,30/10/2019,4,13:05,200,E08000032,3,650,6,30,1,4,3,6035,0,0,1,2,2,0,0,1,1,E01010700,
2019136AU0937,405484,440694,-1.918102,53.862451,13,3,2,1,30/10/2019,4,14:00,200,E08000032,4,6143,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010725,
2019136AV0180,414452,431390,-1.782177,53.778659,13,3,2,1,31/10/2019,5,06:00,200,E08000032,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01010666,
2019136AV0253,416869,430262,-1.745561,53.768448,13,3,2,1,31/10/2019,5,08:00,200,E08000032,3,6177,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010616,
2019136AV1212,415097,437229,-1.772106,53.831121,13,3,1,1,31/10/2019,5,16:30,200,E08000032,4,6149,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01010777,
2019136AV2520,417537,432933,-1.735277,53.792433,13,3,2,2,31/10/2019,5,23:45,200,E08000032,3,647,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010606,
2019136B10843,414367,434439,-1.783326,53.806065,13,3,2,3,01/11/2019,6,12:45,200,E08000032,6,0,3,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01010808,
2019136B11441,415204,436532,-1.770514,53.824853,13,3,1,1,01/11/2019,6,17:00,200,E08000032,3,6037,6,40,8,4,6,0,0,0,7,1,1,0,0,1,2,E01010777,
2019136B11924,418824,433739,-1.715692,53.799633,13,3,2,5,01/11/2019,6,20:26,200,E08000032,4,6381,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01010619,
2019136B20732,416803,432503,-1.746442,53.788592,13,3,2,1,02/11/2019,7,11:53,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01010730,
2019136B21411,417502,437130,-1.735572,53.830156,13,3,2,1,02/11/2019,7,18:08,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010690,
2019136B31450,418915,433256,-1.714340,53.795288,13,3,1,1,03/11/2019,1,17:14,200,E08000032,6,0,6,30,3,4,3,647,0,0,4,1,1,0,0,1,1,E01010620,
2019136B31582,414053,432457,-1.788183,53.788259,13,3,4,1,03/11/2019,1,18:17,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010658,
2019136B40620,417123,433064,-1.741554,53.793624,13,3,2,1,04/11/2019,2,11:15,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010606,
2019136B40848,415796,434123,-1.761644,53.803184,13,3,2,1,04/11/2019,2,13:00,200,E08000032,3,650,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033693,
2019136B41190,406048,442170,-1.909498,53.875711,13,3,3,1,04/11/2019,2,15:30,200,E08000032,3,629,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01010702,
2019136B41592,415321,440222,-1.768554,53.858015,13,3,2,1,04/11/2019,2,18:20,200,E08000032,4,6151,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,E01010573,
2019136B50393,418306,434443,-1.723515,53.805978,13,3,1,1,05/11/2019,3,09:25,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010827,
2019136B50768,412126,437531,-1.817233,53.833912,13,3,2,1,05/11/2019,3,12:50,200,E08000032,3,650,1,40,1,4,4,6265,0,0,1,1,2,0,0,2,1,E01010596,
2019136B51239,405151,441079,-1.923159,53.865915,13,3,2,2,05/11/2019,3,16:12,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01010724,
2019136B51384,414807,426822,-1.777007,53.737592,13,3,2,1,05/11/2019,3,17:07,200,E08000032,6,0,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01010871,
2019136B51629,415291,428522,-1.769587,53.752858,13,3,2,1,05/11/2019,3,18:41,200,E08000032,6,0,6,30,3,4,4,6379,0,0,4,1,2,0,0,1,1,E01010866,
2019136B60494,416243,430431,-1.755049,53.769987,13,3,2,1,06/11/2019,4,08:57,200,E08000032,3,6177,3,30,9,4,6,0,0,4,1,1,4,0,0,1,1,E01010747,
2019136B61333,416959,433375,-1.744026,53.796425,13,3,1,1,06/11/2019,4,16:00,200,E08000032,3,650,3,40,0,-1,-1,0,0,4,4,2,2,0,0,1,1,E01033692,
2019136B61414,406532,441330,-1.902154,53.868156,13,3,1,1,06/11/2019,4,13:00,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,E01010710,
2019136B61527,417509,435542,-1.735555,53.815883,13,3,1,1,06/11/2019,4,17:27,200,E08000032,3,6176,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010598,
2019136B62059,419594,438456,-1.703704,53.842000,13,3,2,1,06/11/2019,4,21:22,200,E08000032,3,658,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010683,
2019136B70326,413673,433594,-1.793901,53.798489,13,2,1,1,07/11/2019,5,08:45,200,E08000032,4,6145,6,30,6,2,6,0,0,5,1,2,2,0,0,1,1,E01010630,
2019136B71037,414857,430861,-1.776057,53.773893,13,3,1,1,07/11/2019,5,14:57,200,E08000032,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01010852,
2019136B71070,415161,430115,-1.771480,53.767179,13,3,2,2,07/11/2019,5,15:10,200,E08000032,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01010749,
2019136B71283,414809,436204,-1.776530,53.821916,13,3,2,2,07/11/2019,5,16:28,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010791,
2019136B72079,417791,430642,-1.731552,53.771833,13,3,1,1,07/11/2019,5,23:00,200,E08000032,3,6177,3,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010615,
2019136B72092,416100,433576,-1.757056,53.798258,13,2,1,1,07/11/2019,5,23:17,200,E08000032,3,650,3,30,6,2,3,6181,0,5,4,2,2,0,0,1,1,E01033690,
2019136B80189,419030,432147,-1.712662,53.785317,13,3,2,1,07/11/2019,5,06:45,200,E08000032,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01010610,
2019136B81590,409292,434091,-1.860398,53.803051,13,3,1,2,08/11/2019,6,18:43,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01010797,
2019136B90762,415535,431568,-1.765734,53.780228,13,3,1,1,09/11/2019,7,12:38,200,E08000032,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01010733,
2019136B91985,409488,437085,-1.857330,53.829957,13,3,1,4,09/11/2019,7,22:44,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,E01010587,
2019136BB0203,420991,429517,-1.683078,53.761604,13,3,2,1,11/11/2019,2,07:10,200,E08000032,3,650,1,40,1,4,3,650,0,0,1,2,2,0,0,1,1,E01010816,
2019136BB1015,411930,432164,-1.820418,53.785678,13,3,4,2,11/11/2019,2,15:50,200,E08000032,6,0,6,30,2,4,6,0,0,0,1,4,2,0,0,1,1,E01010633,
2019136BB1227,414471,437050,-1.781625,53.829529,13,3,2,1,11/11/2019,2,16:57,200,E08000032,3,650,6,30,3,4,6,0,0,0,4,5,2,0,0,1,1,E01010787,
2019136BC0287,414277,433583,-1.784732,53.798374,13,3,2,1,12/11/2019,3,07:55,200,E08000032,3,6177,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,E01010833,
2019136BD0463,418835,436163,-1.715378,53.821419,13,3,2,1,13/11/2019,4,10:28,200,E08000032,3,658,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01010649,
2019136BD0741,413835,442500,-1.791044,53.878530,13,3,1,2,13/11/2019,4,12:40,200,E08000032,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01010764,
2019136BE0020,416342,432229,-1.753453,53.786144,13,3,2,2,14/11/2019,5,00:11,200,E08000032,3,641,3,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01010730,
2019136BE0589,405598,439620,-1.916388,53.852797,13,3,1,1,14/11/2019,5,14:15,200,E08000032,3,629,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01010716,
2019136BE1149,412532,435930,-1.811129,53.819513,13,3,2,1,14/11/2019,5,15:58,200,E08000032,6,0,6,20,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01010674,
